PLL Rx Low Band:
Fout=864.00 (A=000, B=135)
Fout=870.40 (A=000, B=068)
Fout=870.60 (A=001, B=068)
Fout=870.80 (A=002, B=068)
Fout=871.00 (A=003, B=068)
Fout=871.20 (A=004, B=068)
Fout=871.40 (A=005, B=068)
Fout=871.60 (A=006, B=068)
Fout=871.80 (A=007, B=068)
Fout=872.00 (A=008, B=068)
Fout=872.20 (A=009, B=068)
Fout=872.40 (A=010, B=068)
Fout=872.60 (A=011, B=068)
Fout=872.80 (A=012, B=068)
Fout=873.00 (A=013, B=068)
Fout=873.20 (A=014, B=068)
Fout=873.40 (A=015, B=068)
Fout=873.60 (A=016, B=068)
Fout=873.80 (A=017, B=068)
Fout=874.00 (A=018, B=068)
Fout=874.20 (A=019, B=068)
Fout=874.40 (A=020, B=068)
Fout=874.60 (A=021, B=068)
Fout=874.80 (A=022, B=068)
Fout=875.00 (A=023, B=068)
Fout=875.20 (A=024, B=068)
Fout=875.40 (A=025, B=068)
Fout=875.60 (A=026, B=068)
Fout=875.80 (A=027, B=068)
Fout=876.00 (A=028, B=068)
Fout=876.20 (A=029, B=068)
Fout=876.40 (A=030, B=068)
Fout=876.60 (A=031, B=068)
Fout=876.80 (A=032, B=068)
Fout=877.00 (A=033, B=068)
Fout=877.20 (A=034, B=068)
Fout=877.40 (A=035, B=068)
Fout=877.60 (A=036, B=068)
Fout=877.80 (A=037, B=068)
Fout=878.00 (A=038, B=068)
Fout=878.20 (A=039, B=068)
Fout=878.40 (A=040, B=068)
Fout=878.60 (A=041, B=068)
Fout=878.80 (A=042, B=068)
Fout=879.00 (A=043, B=068)
Fout=879.20 (A=044, B=068)
Fout=879.40 (A=045, B=068)
Fout=879.60 (A=046, B=068)
Fout=879.80 (A=047, B=068)
Fout=880.00 (A=048, B=068)
Fout=880.20 (A=049, B=068)
Fout=880.40 (A=050, B=068)
Fout=880.60 (A=051, B=068)
Fout=880.80 (A=052, B=068)
Fout=881.00 (A=053, B=068)
Fout=881.20 (A=054, B=068)
Fout=881.40 (A=055, B=068)
Fout=881.60 (A=056, B=068)
Fout=881.80 (A=057, B=068)
Fout=882.00 (A=058, B=068)
Fout=882.20 (A=059, B=068)
Fout=882.40 (A=060, B=068)
Fout=882.60 (A=061, B=068)
Fout=882.80 (A=062, B=068)
Fout=883.00 (A=063, B=068)
Fout=883.20 (A=000, B=069)
Fout=883.40 (A=001, B=069)
Fout=883.60 (A=002, B=069)
Fout=883.80 (A=003, B=069)
Fout=884.00 (A=004, B=069)
Fout=884.20 (A=005, B=069)
Fout=884.40 (A=006, B=069)
Fout=884.60 (A=007, B=069)
Fout=884.80 (A=008, B=069)
Fout=885.00 (A=009, B=069)
Fout=885.20 (A=010, B=069)
Fout=885.40 (A=011, B=069)
Fout=885.60 (A=012, B=069)
Fout=885.80 (A=013, B=069)
Fout=886.00 (A=014, B=069)
Fout=886.20 (A=015, B=069)
Fout=886.40 (A=016, B=069)
Fout=886.60 (A=017, B=069)
Fout=886.80 (A=018, B=069)
Fout=887.00 (A=019, B=069)
Fout=887.20 (A=020, B=069)
Fout=887.40 (A=021, B=069)
Fout=887.60 (A=022, B=069)
Fout=887.80 (A=023, B=069)
Fout=888.00 (A=024, B=069)
Fout=888.20 (A=025, B=069)
Fout=888.40 (A=026, B=069)
Fout=888.60 (A=027, B=069)
Fout=888.80 (A=028, B=069)
Fout=889.00 (A=029, B=069)
Fout=889.20 (A=030, B=069)
Fout=889.40 (A=031, B=069)
Fout=889.60 (A=032, B=069)
Fout=889.80 (A=033, B=069)
Fout=890.00 (A=034, B=069)
Fout=890.20 (A=035, B=069)
Fout=890.40 (A=036, B=069)
Fout=890.60 (A=037, B=069)
Fout=890.80 (A=038, B=069)
Fout=891.00 (A=039, B=069)
Fout=891.20 (A=040, B=069)
Fout=891.40 (A=041, B=069)
Fout=891.60 (A=042, B=069)
Fout=891.80 (A=043, B=069)
Fout=892.00 (A=044, B=069)
Fout=892.20 (A=045, B=069)
Fout=892.40 (A=046, B=069)
Fout=892.60 (A=047, B=069)
Fout=892.80 (A=048, B=069)
Fout=893.00 (A=049, B=069)
Fout=893.20 (A=050, B=069)
Fout=893.40 (A=051, B=069)
Fout=893.60 (A=052, B=069)
Fout=893.80 (A=053, B=069)
Fout=894.00 (A=054, B=069)
Fout=894.20 (A=055, B=069)
Fout=894.40 (A=056, B=069)
Fout=894.60 (A=057, B=069)
Fout=894.80 (A=058, B=069)
Fout=895.00 (A=059, B=069)
Fout=895.20 (A=060, B=069)
Fout=895.40 (A=061, B=069)
Fout=895.60 (A=062, B=069)
Fout=895.80 (A=063, B=069)
Fout=896.00 (A=000, B=070)
Fout=896.20 (A=001, B=070)
Fout=896.40 (A=002, B=070)
Fout=896.60 (A=003, B=070)
Fout=896.80 (A=004, B=070)
Fout=897.00 (A=005, B=070)
Fout=897.20 (A=006, B=070)
Fout=897.40 (A=007, B=070)
Fout=897.60 (A=008, B=070)
Fout=897.80 (A=009, B=070)
Fout=898.00 (A=010, B=070)
Fout=898.20 (A=011, B=070)
Fout=898.40 (A=012, B=070)
Fout=898.60 (A=013, B=070)
Fout=898.80 (A=014, B=070)
Fout=899.00 (A=015, B=070)
Fout=899.20 (A=016, B=070)
Fout=899.40 (A=017, B=070)
Fout=899.60 (A=018, B=070)
Fout=899.80 (A=019, B=070)
Fout=900.00 (A=020, B=070)
Fout=900.20 (A=021, B=070)
Fout=900.40 (A=022, B=070)
Fout=900.60 (A=023, B=070)
Fout=900.80 (A=024, B=070)
Fout=901.00 (A=025, B=070)
Fout=901.20 (A=026, B=070)
Fout=901.40 (A=027, B=070)
Fout=901.60 (A=028, B=070)
Fout=901.80 (A=029, B=070)
Fout=902.00 (A=030, B=070)
Fout=902.20 (A=031, B=070)
Fout=902.40 (A=032, B=070)
Fout=902.60 (A=033, B=070)
Fout=902.80 (A=034, B=070)
Fout=903.00 (A=035, B=070)
Fout=903.20 (A=036, B=070)
Fout=903.40 (A=037, B=070)
Fout=903.60 (A=038, B=070)
Fout=903.80 (A=039, B=070)
Fout=904.00 (A=040, B=070)
Fout=904.20 (A=041, B=070)
Fout=904.40 (A=042, B=070)
Fout=904.60 (A=043, B=070)
Fout=904.80 (A=044, B=070)
Fout=905.00 (A=045, B=070)
Fout=905.20 (A=046, B=070)
Fout=905.40 (A=047, B=070)
Fout=905.60 (A=048, B=070)
Fout=905.80 (A=049, B=070)
Fout=906.00 (A=050, B=070)
Fout=906.20 (A=051, B=070)
Fout=906.40 (A=052, B=070)
Fout=906.60 (A=053, B=070)
Fout=906.80 (A=054, B=070)
Fout=907.00 (A=055, B=070)
Fout=907.20 (A=056, B=070)
Fout=907.40 (A=057, B=070)
Fout=907.60 (A=058, B=070)
Fout=907.80 (A=059, B=070)
Fout=908.00 (A=060, B=070)
Fout=908.20 (A=061, B=070)
Fout=908.40 (A=062, B=070)
Fout=908.60 (A=063, B=070)
Fout=908.80 (A=000, B=071)
Fout=909.00 (A=001, B=071)
Fout=909.20 (A=002, B=071)
Fout=909.40 (A=003, B=071)
Fout=909.60 (A=004, B=071)
Fout=909.80 (A=005, B=071)
Fout=910.00 (A=006, B=071)
Fout=910.20 (A=007, B=071)
Fout=910.40 (A=008, B=071)
Fout=910.60 (A=009, B=071)
Fout=910.80 (A=010, B=071)
Fout=911.00 (A=011, B=071)
Fout=911.20 (A=012, B=071)
Fout=911.40 (A=013, B=071)
Fout=911.60 (A=014, B=071)
Fout=911.80 (A=015, B=071)
Fout=912.00 (A=016, B=071)
Fout=912.20 (A=017, B=071)
Fout=912.40 (A=018, B=071)
Fout=912.60 (A=019, B=071)
Fout=912.80 (A=020, B=071)
Fout=913.00 (A=021, B=071)
Fout=913.20 (A=022, B=071)
Fout=913.40 (A=023, B=071)
Fout=913.60 (A=024, B=071)
Fout=913.80 (A=025, B=071)
Fout=914.00 (A=026, B=071)
Fout=914.20 (A=027, B=071)
Fout=914.40 (A=028, B=071)
Fout=914.60 (A=029, B=071)
Fout=914.80 (A=030, B=071)
Fout=915.00 (A=031, B=071)
Fout=915.20 (A=032, B=071)
Fout=915.40 (A=033, B=071)
Fout=915.60 (A=034, B=071)
Fout=915.80 (A=035, B=071)
Fout=916.00 (A=036, B=071)
Fout=916.20 (A=037, B=071)
Fout=916.40 (A=038, B=071)
Fout=916.60 (A=039, B=071)
Fout=916.80 (A=040, B=071)
Fout=917.00 (A=041, B=071)
Fout=917.20 (A=042, B=071)
Fout=917.40 (A=043, B=071)
Fout=917.60 (A=044, B=071)
Fout=917.80 (A=045, B=071)
Fout=918.00 (A=046, B=071)
Fout=918.20 (A=047, B=071)
Fout=918.40 (A=048, B=071)
Fout=918.60 (A=049, B=071)
Fout=918.80 (A=050, B=071)
Fout=919.00 (A=051, B=071)
Fout=919.20 (A=052, B=071)
Fout=919.40 (A=053, B=071)
Fout=919.60 (A=054, B=071)
Fout=919.80 (A=055, B=071)
Fout=920.00 (A=056, B=071)
Fout=920.20 (A=057, B=071)
Fout=920.40 (A=058, B=071)
Fout=920.60 (A=059, B=071)
Fout=920.80 (A=060, B=071)
Fout=921.00 (A=061, B=071)
Fout=921.20 (A=062, B=071)
Fout=921.40 (A=063, B=071)
======================================================================
PLL Tx GSM1800/1900
Fout=1702.40 (A=000, B=133)
Fout=1702.60 (A=001, B=133)
Fout=1702.80 (A=002, B=133)
Fout=1703.00 (A=003, B=133)
Fout=1703.20 (A=004, B=133)
Fout=1703.40 (A=005, B=133)
Fout=1703.60 (A=006, B=133)
Fout=1703.80 (A=007, B=133)
Fout=1704.00 (A=008, B=133)
Fout=1704.20 (A=009, B=133)
Fout=1704.40 (A=010, B=133)
Fout=1704.60 (A=011, B=133)
Fout=1704.80 (A=012, B=133)
Fout=1705.00 (A=013, B=133)
Fout=1705.20 (A=014, B=133)
Fout=1705.40 (A=015, B=133)
Fout=1705.60 (A=016, B=133)
Fout=1705.80 (A=017, B=133)
Fout=1706.00 (A=018, B=133)
Fout=1706.20 (A=019, B=133)
Fout=1706.40 (A=020, B=133)
Fout=1706.60 (A=021, B=133)
Fout=1706.80 (A=022, B=133)
Fout=1707.00 (A=023, B=133)
Fout=1707.20 (A=024, B=133)
Fout=1707.40 (A=025, B=133)
Fout=1707.60 (A=026, B=133)
Fout=1707.80 (A=027, B=133)
Fout=1708.00 (A=028, B=133)
Fout=1708.20 (A=029, B=133)
Fout=1708.40 (A=030, B=133)
Fout=1708.60 (A=031, B=133)
Fout=1708.80 (A=032, B=133)
Fout=1709.00 (A=033, B=133)
Fout=1709.20 (A=034, B=133)
Fout=1709.40 (A=035, B=133)
Fout=1709.60 (A=036, B=133)
Fout=1709.80 (A=037, B=133)
Fout=1710.00 (A=038, B=133)
Fout=1710.20 (A=039, B=133)
Fout=1710.40 (A=040, B=133)
Fout=1710.60 (A=041, B=133)
Fout=1710.80 (A=042, B=133)
Fout=1711.00 (A=043, B=133)
Fout=1711.20 (A=044, B=133)
Fout=1711.40 (A=045, B=133)
Fout=1711.60 (A=046, B=133)
Fout=1711.80 (A=047, B=133)
Fout=1712.00 (A=048, B=133)
Fout=1712.20 (A=049, B=133)
Fout=1712.40 (A=050, B=133)
Fout=1712.60 (A=051, B=133)
Fout=1712.80 (A=052, B=133)
Fout=1713.00 (A=053, B=133)
Fout=1713.20 (A=054, B=133)
Fout=1713.40 (A=055, B=133)
Fout=1713.60 (A=056, B=133)
Fout=1713.80 (A=057, B=133)
Fout=1714.00 (A=058, B=133)
Fout=1714.20 (A=059, B=133)
Fout=1714.40 (A=060, B=133)
Fout=1714.60 (A=061, B=133)
Fout=1714.80 (A=062, B=133)
Fout=1715.00 (A=063, B=133)
Fout=1715.20 (A=000, B=134)
Fout=1715.40 (A=001, B=134)
Fout=1715.60 (A=002, B=134)
Fout=1715.80 (A=003, B=134)
Fout=1716.00 (A=004, B=134)
Fout=1716.20 (A=005, B=134)
Fout=1716.40 (A=006, B=134)
Fout=1716.60 (A=007, B=134)
Fout=1716.80 (A=008, B=134)
Fout=1717.00 (A=009, B=134)
Fout=1717.20 (A=010, B=134)
Fout=1717.40 (A=011, B=134)
Fout=1717.60 (A=012, B=134)
Fout=1717.80 (A=013, B=134)
Fout=1718.00 (A=014, B=134)
Fout=1718.20 (A=015, B=134)
Fout=1718.40 (A=016, B=134)
Fout=1718.60 (A=017, B=134)
Fout=1718.80 (A=018, B=134)
Fout=1719.00 (A=019, B=134)
Fout=1719.20 (A=020, B=134)
Fout=1719.40 (A=021, B=134)
Fout=1719.60 (A=022, B=134)
Fout=1719.80 (A=023, B=134)
Fout=1720.00 (A=024, B=134)
Fout=1720.20 (A=025, B=134)
Fout=1720.40 (A=026, B=134)
Fout=1720.60 (A=027, B=134)
Fout=1720.80 (A=028, B=134)
Fout=1721.00 (A=029, B=134)
Fout=1721.20 (A=030, B=134)
Fout=1721.40 (A=031, B=134)
Fout=1721.60 (A=032, B=134)
Fout=1721.80 (A=033, B=134)
Fout=1722.00 (A=034, B=134)
Fout=1722.20 (A=035, B=134)
Fout=1722.40 (A=036, B=134)
Fout=1722.60 (A=037, B=134)
Fout=1722.80 (A=038, B=134)
Fout=1723.00 (A=039, B=134)
Fout=1723.20 (A=040, B=134)
Fout=1723.40 (A=041, B=134)
Fout=1723.60 (A=042, B=134)
Fout=1723.80 (A=043, B=134)
Fout=1724.00 (A=044, B=134)
Fout=1724.20 (A=045, B=134)
Fout=1724.40 (A=046, B=134)
Fout=1724.60 (A=047, B=134)
Fout=1724.80 (A=048, B=134)
Fout=1725.00 (A=049, B=134)
Fout=1725.20 (A=050, B=134)
Fout=1725.40 (A=051, B=134)
Fout=1725.60 (A=052, B=134)
Fout=1725.80 (A=053, B=134)
Fout=1726.00 (A=054, B=134)
Fout=1726.20 (A=055, B=134)
Fout=1726.40 (A=056, B=134)
Fout=1726.60 (A=057, B=134)
Fout=1726.80 (A=058, B=134)
Fout=1727.00 (A=059, B=134)
Fout=1727.20 (A=060, B=134)
Fout=1727.40 (A=061, B=134)
Fout=1727.60 (A=062, B=134)
Fout=1727.80 (A=063, B=134)
Fout=1728.00 (A=000, B=135)
Fout=1728.20 (A=001, B=135)
Fout=1728.40 (A=002, B=135)
Fout=1728.60 (A=003, B=135)
Fout=1728.80 (A=004, B=135)
Fout=1729.00 (A=005, B=135)
Fout=1729.20 (A=006, B=135)
Fout=1729.40 (A=007, B=135)
Fout=1729.60 (A=008, B=135)
Fout=1729.80 (A=009, B=135)
Fout=1730.00 (A=010, B=135)
Fout=1730.20 (A=011, B=135)
Fout=1730.40 (A=012, B=135)
Fout=1730.60 (A=013, B=135)
Fout=1730.80 (A=014, B=135)
Fout=1731.00 (A=015, B=135)
Fout=1731.20 (A=016, B=135)
Fout=1731.40 (A=017, B=135)
Fout=1731.60 (A=018, B=135)
Fout=1731.80 (A=019, B=135)
Fout=1732.00 (A=020, B=135)
Fout=1732.20 (A=021, B=135)
Fout=1732.40 (A=022, B=135)
Fout=1732.60 (A=023, B=135)
Fout=1732.80 (A=024, B=135)
Fout=1733.00 (A=025, B=135)
Fout=1733.20 (A=026, B=135)
Fout=1733.40 (A=027, B=135)
Fout=1733.60 (A=028, B=135)
Fout=1733.80 (A=029, B=135)
Fout=1734.00 (A=030, B=135)
Fout=1734.20 (A=031, B=135)
Fout=1734.40 (A=032, B=135)
Fout=1734.60 (A=033, B=135)
Fout=1734.80 (A=034, B=135)
Fout=1735.00 (A=035, B=135)
Fout=1735.20 (A=036, B=135)
Fout=1735.40 (A=037, B=135)
Fout=1735.60 (A=038, B=135)
Fout=1735.80 (A=039, B=135)
Fout=1736.00 (A=040, B=135)
Fout=1736.20 (A=041, B=135)
Fout=1736.40 (A=042, B=135)
Fout=1736.60 (A=043, B=135)
Fout=1736.80 (A=044, B=135)
Fout=1737.00 (A=045, B=135)
Fout=1737.20 (A=046, B=135)
Fout=1737.40 (A=047, B=135)
Fout=1737.60 (A=048, B=135)
Fout=1737.80 (A=049, B=135)
Fout=1738.00 (A=050, B=135)
Fout=1738.20 (A=051, B=135)
Fout=1738.40 (A=052, B=135)
Fout=1738.60 (A=053, B=135)
Fout=1738.80 (A=054, B=135)
Fout=1739.00 (A=055, B=135)
Fout=1739.20 (A=056, B=135)
Fout=1739.40 (A=057, B=135)
Fout=1739.60 (A=058, B=135)
Fout=1739.80 (A=059, B=135)
Fout=1740.00 (A=060, B=135)
Fout=1740.20 (A=061, B=135)
Fout=1740.40 (A=062, B=135)
Fout=1740.60 (A=063, B=135)
Fout=1740.80 (A=000, B=136)
Fout=1741.00 (A=001, B=136)
Fout=1741.20 (A=002, B=136)
Fout=1741.40 (A=003, B=136)
Fout=1741.60 (A=004, B=136)
Fout=1741.80 (A=005, B=136)
Fout=1742.00 (A=006, B=136)
Fout=1742.20 (A=007, B=136)
Fout=1742.40 (A=008, B=136)
Fout=1742.60 (A=009, B=136)
Fout=1742.80 (A=010, B=136)
Fout=1743.00 (A=011, B=136)
Fout=1743.20 (A=012, B=136)
Fout=1743.40 (A=013, B=136)
Fout=1743.60 (A=014, B=136)
Fout=1743.80 (A=015, B=136)
Fout=1744.00 (A=016, B=136)
Fout=1744.20 (A=017, B=136)
Fout=1744.40 (A=018, B=136)
Fout=1744.60 (A=019, B=136)
Fout=1744.80 (A=020, B=136)
Fout=1745.00 (A=021, B=136)
Fout=1745.20 (A=022, B=136)
Fout=1745.40 (A=023, B=136)
Fout=1745.60 (A=024, B=136)
Fout=1745.80 (A=025, B=136)
Fout=1746.00 (A=026, B=136)
Fout=1746.20 (A=027, B=136)
Fout=1746.40 (A=028, B=136)
Fout=1746.60 (A=029, B=136)
Fout=1746.80 (A=030, B=136)
Fout=1747.00 (A=031, B=136)
Fout=1747.20 (A=032, B=136)
Fout=1747.40 (A=033, B=136)
Fout=1747.60 (A=034, B=136)
Fout=1747.80 (A=035, B=136)
Fout=1748.00 (A=036, B=136)
Fout=1748.20 (A=037, B=136)
Fout=1748.40 (A=038, B=136)
Fout=1748.60 (A=039, B=136)
Fout=1748.80 (A=040, B=136)
Fout=1749.00 (A=041, B=136)
Fout=1749.20 (A=042, B=136)
Fout=1749.40 (A=043, B=136)
Fout=1749.60 (A=044, B=136)
Fout=1749.80 (A=045, B=136)
Fout=1750.00 (A=046, B=136)
Fout=1750.20 (A=047, B=136)
Fout=1750.40 (A=048, B=136)
Fout=1750.60 (A=049, B=136)
Fout=1750.80 (A=050, B=136)
Fout=1751.00 (A=051, B=136)
Fout=1751.20 (A=052, B=136)
Fout=1751.40 (A=053, B=136)
Fout=1751.60 (A=054, B=136)
Fout=1751.80 (A=055, B=136)
Fout=1752.00 (A=056, B=136)
Fout=1752.20 (A=057, B=136)
Fout=1752.40 (A=058, B=136)
Fout=1752.60 (A=059, B=136)
Fout=1752.80 (A=060, B=136)
Fout=1753.00 (A=061, B=136)
Fout=1753.20 (A=062, B=136)
Fout=1753.40 (A=063, B=136)
Fout=1753.60 (A=000, B=137)
Fout=1753.80 (A=001, B=137)
Fout=1754.00 (A=002, B=137)
Fout=1754.20 (A=003, B=137)
Fout=1754.40 (A=004, B=137)
Fout=1754.60 (A=005, B=137)
Fout=1754.80 (A=006, B=137)
Fout=1755.00 (A=007, B=137)
Fout=1755.20 (A=008, B=137)
Fout=1755.40 (A=009, B=137)
Fout=1755.60 (A=010, B=137)
Fout=1755.80 (A=011, B=137)
Fout=1756.00 (A=012, B=137)
Fout=1756.20 (A=013, B=137)
Fout=1756.40 (A=014, B=137)
Fout=1756.60 (A=015, B=137)
Fout=1756.80 (A=016, B=137)
Fout=1757.00 (A=017, B=137)
Fout=1757.20 (A=018, B=137)
Fout=1757.40 (A=019, B=137)
Fout=1757.60 (A=020, B=137)
Fout=1757.80 (A=021, B=137)
Fout=1758.00 (A=022, B=137)
Fout=1758.20 (A=023, B=137)
Fout=1758.40 (A=024, B=137)
Fout=1758.60 (A=025, B=137)
Fout=1758.80 (A=026, B=137)
Fout=1759.00 (A=027, B=137)
Fout=1759.20 (A=028, B=137)
Fout=1759.40 (A=029, B=137)
Fout=1759.60 (A=030, B=137)
Fout=1759.80 (A=031, B=137)
Fout=1760.00 (A=032, B=137)
Fout=1760.20 (A=033, B=137)
Fout=1760.40 (A=034, B=137)
Fout=1760.60 (A=035, B=137)
Fout=1760.80 (A=036, B=137)
Fout=1761.00 (A=037, B=137)
Fout=1761.20 (A=038, B=137)
Fout=1761.40 (A=039, B=137)
Fout=1761.60 (A=040, B=137)
Fout=1761.80 (A=041, B=137)
Fout=1762.00 (A=042, B=137)
Fout=1762.20 (A=043, B=137)
Fout=1762.40 (A=044, B=137)
Fout=1762.60 (A=045, B=137)
Fout=1762.80 (A=046, B=137)
Fout=1763.00 (A=047, B=137)
Fout=1763.20 (A=048, B=137)
Fout=1763.40 (A=049, B=137)
Fout=1763.60 (A=050, B=137)
Fout=1763.80 (A=051, B=137)
Fout=1764.00 (A=052, B=137)
Fout=1764.20 (A=053, B=137)
Fout=1764.40 (A=054, B=137)
Fout=1764.60 (A=055, B=137)
Fout=1764.80 (A=056, B=137)
Fout=1765.00 (A=057, B=137)
Fout=1765.20 (A=058, B=137)
Fout=1765.40 (A=059, B=137)
Fout=1765.60 (A=060, B=137)
Fout=1765.80 (A=061, B=137)
Fout=1766.00 (A=062, B=137)
Fout=1766.20 (A=063, B=137)
Fout=1766.40 (A=000, B=138)
Fout=1766.60 (A=001, B=138)
Fout=1766.80 (A=002, B=138)
Fout=1767.00 (A=003, B=138)
Fout=1767.20 (A=004, B=138)
Fout=1767.40 (A=005, B=138)
Fout=1767.60 (A=006, B=138)
Fout=1767.80 (A=007, B=138)
Fout=1768.00 (A=008, B=138)
Fout=1768.20 (A=009, B=138)
Fout=1768.40 (A=010, B=138)
Fout=1768.60 (A=011, B=138)
Fout=1768.80 (A=012, B=138)
Fout=1769.00 (A=013, B=138)
Fout=1769.20 (A=014, B=138)
Fout=1769.40 (A=015, B=138)
Fout=1769.60 (A=016, B=138)
Fout=1769.80 (A=017, B=138)
Fout=1770.00 (A=018, B=138)
Fout=1770.20 (A=019, B=138)
Fout=1770.40 (A=020, B=138)
Fout=1770.60 (A=021, B=138)
Fout=1770.80 (A=022, B=138)
Fout=1771.00 (A=023, B=138)
Fout=1771.20 (A=024, B=138)
Fout=1771.40 (A=025, B=138)
Fout=1771.60 (A=026, B=138)
Fout=1771.80 (A=027, B=138)
Fout=1772.00 (A=028, B=138)
Fout=1772.20 (A=029, B=138)
Fout=1772.40 (A=030, B=138)
Fout=1772.60 (A=031, B=138)
Fout=1772.80 (A=032, B=138)
Fout=1773.00 (A=033, B=138)
Fout=1773.20 (A=034, B=138)
Fout=1773.40 (A=035, B=138)
Fout=1773.60 (A=036, B=138)
Fout=1773.80 (A=037, B=138)
Fout=1774.00 (A=038, B=138)
Fout=1774.20 (A=039, B=138)
Fout=1774.40 (A=040, B=138)
Fout=1774.60 (A=041, B=138)
Fout=1774.80 (A=042, B=138)
Fout=1775.00 (A=043, B=138)
Fout=1775.20 (A=044, B=138)
Fout=1775.40 (A=045, B=138)
Fout=1775.60 (A=046, B=138)
Fout=1775.80 (A=047, B=138)
Fout=1776.00 (A=048, B=138)
Fout=1776.20 (A=049, B=138)
Fout=1776.40 (A=050, B=138)
Fout=1776.60 (A=051, B=138)
Fout=1776.80 (A=052, B=138)
Fout=1777.00 (A=053, B=138)
Fout=1777.20 (A=054, B=138)
Fout=1777.40 (A=055, B=138)
Fout=1777.60 (A=056, B=138)
Fout=1777.80 (A=057, B=138)
Fout=1778.00 (A=058, B=138)
Fout=1778.20 (A=059, B=138)
Fout=1778.40 (A=060, B=138)
Fout=1778.60 (A=061, B=138)
Fout=1778.80 (A=062, B=138)
Fout=1779.00 (A=063, B=138)
Fout=1779.20 (A=000, B=139)
Fout=1779.40 (A=001, B=139)
Fout=1779.60 (A=002, B=139)
Fout=1779.80 (A=003, B=139)
Fout=1780.00 (A=004, B=139)
Fout=1780.20 (A=005, B=139)
Fout=1780.40 (A=006, B=139)
Fout=1780.60 (A=007, B=139)
Fout=1780.80 (A=008, B=139)
Fout=1781.00 (A=009, B=139)
Fout=1781.20 (A=010, B=139)
Fout=1781.40 (A=011, B=139)
Fout=1781.60 (A=012, B=139)
Fout=1781.80 (A=013, B=139)
Fout=1782.00 (A=014, B=139)
Fout=1782.20 (A=015, B=139)
Fout=1782.40 (A=016, B=139)
Fout=1782.60 (A=017, B=139)
Fout=1782.80 (A=018, B=139)
Fout=1783.00 (A=019, B=139)
Fout=1783.20 (A=020, B=139)
Fout=1783.40 (A=021, B=139)
Fout=1783.60 (A=022, B=139)
Fout=1783.80 (A=023, B=139)
Fout=1784.00 (A=024, B=139)
Fout=1784.20 (A=025, B=139)
Fout=1784.40 (A=026, B=139)
Fout=1784.60 (A=027, B=139)
Fout=1784.80 (A=028, B=139)
Fout=1785.00 (A=029, B=139)
Fout=1785.20 (A=030, B=139)
Fout=1785.40 (A=031, B=139)
Fout=1785.60 (A=032, B=139)
Fout=1785.80 (A=033, B=139)
Fout=1786.00 (A=034, B=139)
Fout=1786.20 (A=035, B=139)
Fout=1786.40 (A=036, B=139)
Fout=1786.60 (A=037, B=139)
Fout=1786.80 (A=038, B=139)
Fout=1787.00 (A=039, B=139)
Fout=1787.20 (A=040, B=139)
Fout=1787.40 (A=041, B=139)
Fout=1787.60 (A=042, B=139)
Fout=1787.80 (A=043, B=139)
Fout=1788.00 (A=044, B=139)
Fout=1788.20 (A=045, B=139)
Fout=1788.40 (A=046, B=139)
Fout=1788.60 (A=047, B=139)
Fout=1788.80 (A=048, B=139)
Fout=1789.00 (A=049, B=139)
Fout=1789.20 (A=050, B=139)
Fout=1789.40 (A=051, B=139)
Fout=1789.60 (A=052, B=139)
Fout=1789.80 (A=053, B=139)
Fout=1790.00 (A=054, B=139)
Fout=1790.20 (A=055, B=139)
Fout=1790.40 (A=056, B=139)
Fout=1790.60 (A=057, B=139)
Fout=1790.80 (A=058, B=139)
Fout=1791.00 (A=059, B=139)
Fout=1791.20 (A=060, B=139)
Fout=1791.40 (A=061, B=139)
Fout=1791.60 (A=062, B=139)
Fout=1791.80 (A=063, B=139)
Fout=1792.00 (A=000, B=140)
Fout=1792.20 (A=001, B=140)
Fout=1792.40 (A=002, B=140)
Fout=1792.60 (A=003, B=140)
Fout=1792.80 (A=004, B=140)
Fout=1793.00 (A=005, B=140)
Fout=1793.20 (A=006, B=140)
Fout=1793.40 (A=007, B=140)
Fout=1793.60 (A=008, B=140)
Fout=1793.80 (A=009, B=140)
Fout=1794.00 (A=010, B=140)
Fout=1794.20 (A=011, B=140)
Fout=1794.40 (A=012, B=140)
Fout=1794.60 (A=013, B=140)
Fout=1794.80 (A=014, B=140)
Fout=1795.00 (A=015, B=140)
Fout=1795.20 (A=016, B=140)
Fout=1795.40 (A=017, B=140)
Fout=1795.60 (A=018, B=140)
Fout=1795.80 (A=019, B=140)
Fout=1796.00 (A=020, B=140)
Fout=1796.20 (A=021, B=140)
Fout=1796.40 (A=022, B=140)
Fout=1796.60 (A=023, B=140)
Fout=1796.80 (A=024, B=140)
Fout=1797.00 (A=025, B=140)
Fout=1797.20 (A=026, B=140)
Fout=1797.40 (A=027, B=140)
Fout=1797.60 (A=028, B=140)
Fout=1797.80 (A=029, B=140)
Fout=1798.00 (A=030, B=140)
Fout=1798.20 (A=031, B=140)
Fout=1798.40 (A=032, B=140)
Fout=1798.60 (A=033, B=140)
Fout=1798.80 (A=034, B=140)
Fout=1799.00 (A=035, B=140)
Fout=1799.20 (A=036, B=140)
Fout=1799.40 (A=037, B=140)
Fout=1799.60 (A=038, B=140)
Fout=1799.80 (A=039, B=140)
Fout=1800.00 (A=040, B=140)
Fout=1800.20 (A=041, B=140)
Fout=1800.40 (A=042, B=140)
