PLL Rx Low Band:
Fch=884.00 (Fvco=3536.00, Nint=068, Nfrac=000)
Fch=1700.20 (Fvco=3400.40, Nint=065, Nfrac=051)
Fch=1700.40 (Fvco=3400.80, Nint=065, Nfrac=052)
Fch=1700.60 (Fvco=3401.20, Nint=065, Nfrac=053)
Fch=1700.80 (Fvco=3401.60, Nint=065, Nfrac=054)
Fch=1701.00 (Fvco=3402.00, Nint=065, Nfrac=055)
Fch=1701.20 (Fvco=3402.40, Nint=065, Nfrac=056)
Fch=1701.40 (Fvco=3402.80, Nint=065, Nfrac=057)
Fch=1701.60 (Fvco=3403.20, Nint=065, Nfrac=058)
Fch=1701.80 (Fvco=3403.60, Nint=065, Nfrac=059)
Fch=1702.00 (Fvco=3404.00, Nint=065, Nfrac=060)
Fch=1702.20 (Fvco=3404.40, Nint=065, Nfrac=061)
Fch=1702.40 (Fvco=3404.80, Nint=065, Nfrac=062)
Fch=1702.60 (Fvco=3405.20, Nint=065, Nfrac=063)
Fch=1702.80 (Fvco=3405.60, Nint=065, Nfrac=064)
Fch=1703.00 (Fvco=3406.00, Nint=065, Nfrac=065)
Fch=1703.20 (Fvco=3406.40, Nint=065, Nfrac=066)
Fch=1703.40 (Fvco=3406.80, Nint=065, Nfrac=067)
Fch=1703.60 (Fvco=3407.20, Nint=065, Nfrac=068)
Fch=1703.80 (Fvco=3407.60, Nint=065, Nfrac=069)
Fch=1704.00 (Fvco=3408.00, Nint=065, Nfrac=070)
Fch=1704.20 (Fvco=3408.40, Nint=065, Nfrac=071)
Fch=1704.40 (Fvco=3408.80, Nint=065, Nfrac=072)
Fch=1704.60 (Fvco=3409.20, Nint=065, Nfrac=073)
Fch=1704.80 (Fvco=3409.60, Nint=065, Nfrac=074)
Fch=1705.00 (Fvco=3410.00, Nint=065, Nfrac=075)
Fch=1705.20 (Fvco=3410.40, Nint=065, Nfrac=076)
Fch=1705.40 (Fvco=3410.80, Nint=065, Nfrac=077)
Fch=1705.60 (Fvco=3411.20, Nint=065, Nfrac=078)
Fch=1705.80 (Fvco=3411.60, Nint=065, Nfrac=079)
Fch=1706.00 (Fvco=3412.00, Nint=065, Nfrac=080)
Fch=1706.20 (Fvco=3412.40, Nint=065, Nfrac=081)
Fch=1706.40 (Fvco=3412.80, Nint=065, Nfrac=082)
Fch=1706.60 (Fvco=3413.20, Nint=065, Nfrac=083)
Fch=1706.80 (Fvco=3413.60, Nint=065, Nfrac=084)
Fch=1707.00 (Fvco=3414.00, Nint=065, Nfrac=085)
Fch=1707.20 (Fvco=3414.40, Nint=065, Nfrac=086)
Fch=1707.40 (Fvco=3414.80, Nint=065, Nfrac=087)
Fch=1707.60 (Fvco=3415.20, Nint=065, Nfrac=088)
Fch=1707.80 (Fvco=3415.60, Nint=065, Nfrac=089)
Fch=1708.00 (Fvco=3416.00, Nint=065, Nfrac=090)
Fch=1708.20 (Fvco=3416.40, Nint=065, Nfrac=091)
Fch=1708.40 (Fvco=3416.80, Nint=065, Nfrac=092)
Fch=1708.60 (Fvco=3417.20, Nint=065, Nfrac=093)
Fch=1708.80 (Fvco=3417.60, Nint=065, Nfrac=094)
Fch=1709.00 (Fvco=3418.00, Nint=065, Nfrac=095)
Fch=1709.20 (Fvco=3418.40, Nint=065, Nfrac=096)
Fch=1709.40 (Fvco=3418.80, Nint=065, Nfrac=097)
Fch=1709.60 (Fvco=3419.20, Nint=065, Nfrac=098)
Fch=1709.80 (Fvco=3419.60, Nint=065, Nfrac=099)
Fch=1710.00 (Fvco=3420.00, Nint=065, Nfrac=100)
Fch=1710.20 (Fvco=3420.40, Nint=065, Nfrac=101)
Fch=1710.40 (Fvco=3420.80, Nint=065, Nfrac=102)
Fch=1710.60 (Fvco=3421.20, Nint=065, Nfrac=103)
Fch=1710.80 (Fvco=3421.60, Nint=065, Nfrac=104)
Fch=1711.00 (Fvco=3422.00, Nint=065, Nfrac=105)
Fch=1711.20 (Fvco=3422.40, Nint=065, Nfrac=106)
Fch=1711.40 (Fvco=3422.80, Nint=065, Nfrac=107)
Fch=1711.60 (Fvco=3423.20, Nint=065, Nfrac=108)
Fch=1711.80 (Fvco=3423.60, Nint=065, Nfrac=109)
Fch=1712.00 (Fvco=3424.00, Nint=065, Nfrac=110)
Fch=1712.20 (Fvco=3424.40, Nint=065, Nfrac=111)
Fch=1712.40 (Fvco=3424.80, Nint=065, Nfrac=112)
Fch=1712.60 (Fvco=3425.20, Nint=065, Nfrac=113)
Fch=1712.80 (Fvco=3425.60, Nint=065, Nfrac=114)
Fch=1713.00 (Fvco=3426.00, Nint=065, Nfrac=115)
Fch=1713.20 (Fvco=3426.40, Nint=065, Nfrac=116)
Fch=1713.40 (Fvco=3426.80, Nint=065, Nfrac=117)
Fch=1713.60 (Fvco=3427.20, Nint=065, Nfrac=118)
Fch=1713.80 (Fvco=3427.60, Nint=065, Nfrac=119)
Fch=1714.00 (Fvco=3428.00, Nint=065, Nfrac=120)
Fch=1714.20 (Fvco=3428.40, Nint=065, Nfrac=121)
Fch=1714.40 (Fvco=3428.80, Nint=065, Nfrac=122)
Fch=1714.60 (Fvco=3429.20, Nint=065, Nfrac=123)
Fch=1714.80 (Fvco=3429.60, Nint=065, Nfrac=124)
Fch=1715.00 (Fvco=3430.00, Nint=065, Nfrac=125)
Fch=1715.20 (Fvco=3430.40, Nint=065, Nfrac=126)
Fch=1715.40 (Fvco=3430.80, Nint=065, Nfrac=127)
Fch=1715.60 (Fvco=3431.20, Nint=065, Nfrac=128)
Fch=1715.80 (Fvco=3431.60, Nint=065, Nfrac=129)
Fch=1716.00 (Fvco=3432.00, Nint=065, Nfrac=130)
Fch=1716.00 (Fvco=3432.00, Nint=066, Nfrac=000)
Fch=1716.20 (Fvco=3432.40, Nint=066, Nfrac=001)
Fch=1716.40 (Fvco=3432.80, Nint=066, Nfrac=002)
Fch=1716.60 (Fvco=3433.20, Nint=066, Nfrac=003)
Fch=1716.80 (Fvco=3433.60, Nint=066, Nfrac=004)
Fch=1717.00 (Fvco=3434.00, Nint=066, Nfrac=005)
Fch=1717.20 (Fvco=3434.40, Nint=066, Nfrac=006)
Fch=1717.40 (Fvco=3434.80, Nint=066, Nfrac=007)
Fch=1717.60 (Fvco=3435.20, Nint=066, Nfrac=008)
Fch=1717.80 (Fvco=3435.60, Nint=066, Nfrac=009)
Fch=1718.00 (Fvco=3436.00, Nint=066, Nfrac=010)
Fch=1718.20 (Fvco=3436.40, Nint=066, Nfrac=011)
Fch=1718.40 (Fvco=3436.80, Nint=066, Nfrac=012)
Fch=1718.60 (Fvco=3437.20, Nint=066, Nfrac=013)
Fch=1718.80 (Fvco=3437.60, Nint=066, Nfrac=014)
Fch=1719.00 (Fvco=3438.00, Nint=066, Nfrac=015)
Fch=1719.20 (Fvco=3438.40, Nint=066, Nfrac=016)
Fch=1719.40 (Fvco=3438.80, Nint=066, Nfrac=017)
Fch=1719.60 (Fvco=3439.20, Nint=066, Nfrac=018)
Fch=1719.80 (Fvco=3439.60, Nint=066, Nfrac=019)
Fch=1720.00 (Fvco=3440.00, Nint=066, Nfrac=020)
Fch=1720.20 (Fvco=3440.40, Nint=066, Nfrac=021)
Fch=1720.40 (Fvco=3440.80, Nint=066, Nfrac=022)
Fch=1720.60 (Fvco=3441.20, Nint=066, Nfrac=023)
Fch=1720.80 (Fvco=3441.60, Nint=066, Nfrac=024)
Fch=1721.00 (Fvco=3442.00, Nint=066, Nfrac=025)
Fch=1721.20 (Fvco=3442.40, Nint=066, Nfrac=026)
Fch=1721.40 (Fvco=3442.80, Nint=066, Nfrac=027)
Fch=1721.60 (Fvco=3443.20, Nint=066, Nfrac=028)
Fch=1721.80 (Fvco=3443.60, Nint=066, Nfrac=029)
Fch=1722.00 (Fvco=3444.00, Nint=066, Nfrac=030)
Fch=1722.20 (Fvco=3444.40, Nint=066, Nfrac=031)
Fch=1722.40 (Fvco=3444.80, Nint=066, Nfrac=032)
Fch=1722.60 (Fvco=3445.20, Nint=066, Nfrac=033)
Fch=1722.80 (Fvco=3445.60, Nint=066, Nfrac=034)
Fch=1723.00 (Fvco=3446.00, Nint=066, Nfrac=035)
Fch=1723.20 (Fvco=3446.40, Nint=066, Nfrac=036)
Fch=1723.40 (Fvco=3446.80, Nint=066, Nfrac=037)
Fch=1723.60 (Fvco=3447.20, Nint=066, Nfrac=038)
Fch=1723.80 (Fvco=3447.60, Nint=066, Nfrac=039)
Fch=1724.00 (Fvco=3448.00, Nint=066, Nfrac=040)
Fch=1724.20 (Fvco=3448.40, Nint=066, Nfrac=041)
Fch=1724.40 (Fvco=3448.80, Nint=066, Nfrac=042)
Fch=1724.60 (Fvco=3449.20, Nint=066, Nfrac=043)
Fch=1724.80 (Fvco=3449.60, Nint=066, Nfrac=044)
Fch=1725.00 (Fvco=3450.00, Nint=066, Nfrac=045)
Fch=1725.20 (Fvco=3450.40, Nint=066, Nfrac=046)
Fch=1725.40 (Fvco=3450.80, Nint=066, Nfrac=047)
Fch=1725.60 (Fvco=3451.20, Nint=066, Nfrac=048)
Fch=1725.80 (Fvco=3451.60, Nint=066, Nfrac=049)
Fch=1726.00 (Fvco=3452.00, Nint=066, Nfrac=050)
Fch=1726.20 (Fvco=3452.40, Nint=066, Nfrac=051)
Fch=1726.40 (Fvco=3452.80, Nint=066, Nfrac=052)
Fch=1726.60 (Fvco=3453.20, Nint=066, Nfrac=053)
Fch=1726.80 (Fvco=3453.60, Nint=066, Nfrac=054)
Fch=1727.00 (Fvco=3454.00, Nint=066, Nfrac=055)
Fch=1727.20 (Fvco=3454.40, Nint=066, Nfrac=056)
Fch=1727.40 (Fvco=3454.80, Nint=066, Nfrac=057)
Fch=1727.60 (Fvco=3455.20, Nint=066, Nfrac=058)
Fch=1727.80 (Fvco=3455.60, Nint=066, Nfrac=059)
Fch=1728.00 (Fvco=3456.00, Nint=066, Nfrac=060)
Fch=1728.20 (Fvco=3456.40, Nint=066, Nfrac=061)
Fch=1728.40 (Fvco=3456.80, Nint=066, Nfrac=062)
Fch=1728.60 (Fvco=3457.20, Nint=066, Nfrac=063)
Fch=1728.80 (Fvco=3457.60, Nint=066, Nfrac=064)
Fch=1729.00 (Fvco=3458.00, Nint=066, Nfrac=065)
Fch=1729.20 (Fvco=3458.40, Nint=066, Nfrac=066)
Fch=1729.40 (Fvco=3458.80, Nint=066, Nfrac=067)
Fch=1729.60 (Fvco=3459.20, Nint=066, Nfrac=068)
Fch=1729.80 (Fvco=3459.60, Nint=066, Nfrac=069)
Fch=1730.00 (Fvco=3460.00, Nint=066, Nfrac=070)
Fch=1730.20 (Fvco=3460.40, Nint=066, Nfrac=071)
Fch=1730.40 (Fvco=3460.80, Nint=066, Nfrac=072)
Fch=1730.60 (Fvco=3461.20, Nint=066, Nfrac=073)
Fch=1730.80 (Fvco=3461.60, Nint=066, Nfrac=074)
Fch=1731.00 (Fvco=3462.00, Nint=066, Nfrac=075)
Fch=1731.20 (Fvco=3462.40, Nint=066, Nfrac=076)
Fch=1731.40 (Fvco=3462.80, Nint=066, Nfrac=077)
Fch=1731.60 (Fvco=3463.20, Nint=066, Nfrac=078)
Fch=1731.80 (Fvco=3463.60, Nint=066, Nfrac=079)
Fch=1732.00 (Fvco=3464.00, Nint=066, Nfrac=080)
Fch=1732.20 (Fvco=3464.40, Nint=066, Nfrac=081)
Fch=1732.40 (Fvco=3464.80, Nint=066, Nfrac=082)
Fch=1732.60 (Fvco=3465.20, Nint=066, Nfrac=083)
Fch=1732.80 (Fvco=3465.60, Nint=066, Nfrac=084)
Fch=1733.00 (Fvco=3466.00, Nint=066, Nfrac=085)
Fch=1733.20 (Fvco=3466.40, Nint=066, Nfrac=086)
Fch=1733.40 (Fvco=3466.80, Nint=066, Nfrac=087)
Fch=1733.60 (Fvco=3467.20, Nint=066, Nfrac=088)
Fch=1733.80 (Fvco=3467.60, Nint=066, Nfrac=089)
Fch=1734.00 (Fvco=3468.00, Nint=066, Nfrac=090)
Fch=1734.20 (Fvco=3468.40, Nint=066, Nfrac=091)
Fch=1734.40 (Fvco=3468.80, Nint=066, Nfrac=092)
Fch=1734.60 (Fvco=3469.20, Nint=066, Nfrac=093)
Fch=1734.80 (Fvco=3469.60, Nint=066, Nfrac=094)
Fch=1735.00 (Fvco=3470.00, Nint=066, Nfrac=095)
Fch=1735.20 (Fvco=3470.40, Nint=066, Nfrac=096)
Fch=1735.40 (Fvco=3470.80, Nint=066, Nfrac=097)
Fch=1735.60 (Fvco=3471.20, Nint=066, Nfrac=098)
Fch=1735.80 (Fvco=3471.60, Nint=066, Nfrac=099)
Fch=1736.00 (Fvco=3472.00, Nint=066, Nfrac=100)
Fch=1736.20 (Fvco=3472.40, Nint=066, Nfrac=101)
Fch=1736.40 (Fvco=3472.80, Nint=066, Nfrac=102)
Fch=1736.60 (Fvco=3473.20, Nint=066, Nfrac=103)
Fch=1736.80 (Fvco=3473.60, Nint=066, Nfrac=104)
Fch=1737.00 (Fvco=3474.00, Nint=066, Nfrac=105)
Fch=1737.20 (Fvco=3474.40, Nint=066, Nfrac=106)
Fch=1737.40 (Fvco=3474.80, Nint=066, Nfrac=107)
Fch=1737.60 (Fvco=3475.20, Nint=066, Nfrac=108)
Fch=1737.80 (Fvco=3475.60, Nint=066, Nfrac=109)
Fch=1738.00 (Fvco=3476.00, Nint=066, Nfrac=110)
Fch=1738.20 (Fvco=3476.40, Nint=066, Nfrac=111)
Fch=1738.40 (Fvco=3476.80, Nint=066, Nfrac=112)
Fch=1738.60 (Fvco=3477.20, Nint=066, Nfrac=113)
Fch=1738.80 (Fvco=3477.60, Nint=066, Nfrac=114)
Fch=1739.00 (Fvco=3478.00, Nint=066, Nfrac=115)
Fch=1739.20 (Fvco=3478.40, Nint=066, Nfrac=116)
Fch=1739.40 (Fvco=3478.80, Nint=066, Nfrac=117)
Fch=1739.60 (Fvco=3479.20, Nint=066, Nfrac=118)
Fch=1739.80 (Fvco=3479.60, Nint=066, Nfrac=119)
Fch=1740.00 (Fvco=3480.00, Nint=066, Nfrac=120)
Fch=1740.20 (Fvco=3480.40, Nint=066, Nfrac=121)
Fch=1740.40 (Fvco=3480.80, Nint=066, Nfrac=122)
Fch=1740.60 (Fvco=3481.20, Nint=066, Nfrac=123)
Fch=1740.80 (Fvco=3481.60, Nint=066, Nfrac=124)
Fch=1741.00 (Fvco=3482.00, Nint=066, Nfrac=125)
Fch=1741.20 (Fvco=3482.40, Nint=066, Nfrac=126)
Fch=1741.40 (Fvco=3482.80, Nint=066, Nfrac=127)
Fch=1741.60 (Fvco=3483.20, Nint=066, Nfrac=128)
Fch=1741.80 (Fvco=3483.60, Nint=066, Nfrac=129)
Fch=1742.00 (Fvco=3484.00, Nint=066, Nfrac=130)
Fch=1742.00 (Fvco=3484.00, Nint=067, Nfrac=000)
Fch=1742.20 (Fvco=3484.40, Nint=067, Nfrac=001)
Fch=1742.40 (Fvco=3484.80, Nint=067, Nfrac=002)
Fch=1742.60 (Fvco=3485.20, Nint=067, Nfrac=003)
Fch=1742.80 (Fvco=3485.60, Nint=067, Nfrac=004)
Fch=1743.00 (Fvco=3486.00, Nint=067, Nfrac=005)
Fch=1743.20 (Fvco=3486.40, Nint=067, Nfrac=006)
Fch=1743.40 (Fvco=3486.80, Nint=067, Nfrac=007)
Fch=1743.60 (Fvco=3487.20, Nint=067, Nfrac=008)
Fch=1743.80 (Fvco=3487.60, Nint=067, Nfrac=009)
Fch=1744.00 (Fvco=3488.00, Nint=067, Nfrac=010)
Fch=1744.20 (Fvco=3488.40, Nint=067, Nfrac=011)
Fch=1744.40 (Fvco=3488.80, Nint=067, Nfrac=012)
Fch=1744.60 (Fvco=3489.20, Nint=067, Nfrac=013)
Fch=1744.80 (Fvco=3489.60, Nint=067, Nfrac=014)
Fch=1745.00 (Fvco=3490.00, Nint=067, Nfrac=015)
Fch=1745.20 (Fvco=3490.40, Nint=067, Nfrac=016)
Fch=1745.40 (Fvco=3490.80, Nint=067, Nfrac=017)
Fch=1745.60 (Fvco=3491.20, Nint=067, Nfrac=018)
Fch=1745.80 (Fvco=3491.60, Nint=067, Nfrac=019)
Fch=1746.00 (Fvco=3492.00, Nint=067, Nfrac=020)
Fch=1746.20 (Fvco=3492.40, Nint=067, Nfrac=021)
Fch=1746.40 (Fvco=3492.80, Nint=067, Nfrac=022)
Fch=1746.60 (Fvco=3493.20, Nint=067, Nfrac=023)
Fch=1746.80 (Fvco=3493.60, Nint=067, Nfrac=024)
Fch=1747.00 (Fvco=3494.00, Nint=067, Nfrac=025)
Fch=1747.20 (Fvco=3494.40, Nint=067, Nfrac=026)
Fch=1747.40 (Fvco=3494.80, Nint=067, Nfrac=027)
Fch=1747.60 (Fvco=3495.20, Nint=067, Nfrac=028)
Fch=1747.80 (Fvco=3495.60, Nint=067, Nfrac=029)
Fch=1748.00 (Fvco=3496.00, Nint=067, Nfrac=030)
Fch=1748.20 (Fvco=3496.40, Nint=067, Nfrac=031)
Fch=1748.40 (Fvco=3496.80, Nint=067, Nfrac=032)
Fch=1748.60 (Fvco=3497.20, Nint=067, Nfrac=033)
Fch=1748.80 (Fvco=3497.60, Nint=067, Nfrac=034)
Fch=1749.00 (Fvco=3498.00, Nint=067, Nfrac=035)
Fch=1749.20 (Fvco=3498.40, Nint=067, Nfrac=036)
Fch=1749.40 (Fvco=3498.80, Nint=067, Nfrac=037)
Fch=1749.60 (Fvco=3499.20, Nint=067, Nfrac=038)
Fch=1749.80 (Fvco=3499.60, Nint=067, Nfrac=039)
Fch=1750.00 (Fvco=3500.00, Nint=067, Nfrac=040)
Fch=1750.20 (Fvco=3500.40, Nint=067, Nfrac=041)
Fch=1750.40 (Fvco=3500.80, Nint=067, Nfrac=042)
Fch=1750.60 (Fvco=3501.20, Nint=067, Nfrac=043)
Fch=1750.80 (Fvco=3501.60, Nint=067, Nfrac=044)
Fch=1751.00 (Fvco=3502.00, Nint=067, Nfrac=045)
Fch=1751.20 (Fvco=3502.40, Nint=067, Nfrac=046)
Fch=1751.40 (Fvco=3502.80, Nint=067, Nfrac=047)
Fch=1751.60 (Fvco=3503.20, Nint=067, Nfrac=048)
Fch=1751.80 (Fvco=3503.60, Nint=067, Nfrac=049)
Fch=1752.00 (Fvco=3504.00, Nint=067, Nfrac=050)
Fch=1752.20 (Fvco=3504.40, Nint=067, Nfrac=051)
Fch=1752.40 (Fvco=3504.80, Nint=067, Nfrac=052)
Fch=1752.60 (Fvco=3505.20, Nint=067, Nfrac=053)
Fch=1752.80 (Fvco=3505.60, Nint=067, Nfrac=054)
Fch=1753.00 (Fvco=3506.00, Nint=067, Nfrac=055)
Fch=1753.20 (Fvco=3506.40, Nint=067, Nfrac=056)
Fch=1753.40 (Fvco=3506.80, Nint=067, Nfrac=057)
Fch=1753.60 (Fvco=3507.20, Nint=067, Nfrac=058)
Fch=1753.80 (Fvco=3507.60, Nint=067, Nfrac=059)
Fch=1754.00 (Fvco=3508.00, Nint=067, Nfrac=060)
Fch=1754.20 (Fvco=3508.40, Nint=067, Nfrac=061)
Fch=1754.40 (Fvco=3508.80, Nint=067, Nfrac=062)
Fch=1754.60 (Fvco=3509.20, Nint=067, Nfrac=063)
Fch=1754.80 (Fvco=3509.60, Nint=067, Nfrac=064)
Fch=1755.00 (Fvco=3510.00, Nint=067, Nfrac=065)
Fch=1755.20 (Fvco=3510.40, Nint=067, Nfrac=066)
Fch=1755.40 (Fvco=3510.80, Nint=067, Nfrac=067)
Fch=1755.60 (Fvco=3511.20, Nint=067, Nfrac=068)
Fch=1755.80 (Fvco=3511.60, Nint=067, Nfrac=069)
Fch=1756.00 (Fvco=3512.00, Nint=067, Nfrac=070)
Fch=1756.20 (Fvco=3512.40, Nint=067, Nfrac=071)
Fch=1756.40 (Fvco=3512.80, Nint=067, Nfrac=072)
Fch=1756.60 (Fvco=3513.20, Nint=067, Nfrac=073)
Fch=1756.80 (Fvco=3513.60, Nint=067, Nfrac=074)
Fch=1757.00 (Fvco=3514.00, Nint=067, Nfrac=075)
Fch=1757.20 (Fvco=3514.40, Nint=067, Nfrac=076)
Fch=1757.40 (Fvco=3514.80, Nint=067, Nfrac=077)
Fch=1757.60 (Fvco=3515.20, Nint=067, Nfrac=078)
Fch=1757.80 (Fvco=3515.60, Nint=067, Nfrac=079)
Fch=1758.00 (Fvco=3516.00, Nint=067, Nfrac=080)
Fch=1758.20 (Fvco=3516.40, Nint=067, Nfrac=081)
Fch=1758.40 (Fvco=3516.80, Nint=067, Nfrac=082)
Fch=1758.60 (Fvco=3517.20, Nint=067, Nfrac=083)
Fch=1758.80 (Fvco=3517.60, Nint=067, Nfrac=084)
Fch=1759.00 (Fvco=3518.00, Nint=067, Nfrac=085)
Fch=1759.20 (Fvco=3518.40, Nint=067, Nfrac=086)
Fch=1759.40 (Fvco=3518.80, Nint=067, Nfrac=087)
Fch=1759.60 (Fvco=3519.20, Nint=067, Nfrac=088)
Fch=1759.80 (Fvco=3519.60, Nint=067, Nfrac=089)
Fch=1760.00 (Fvco=3520.00, Nint=067, Nfrac=090)
Fch=1760.20 (Fvco=3520.40, Nint=067, Nfrac=091)
Fch=1760.40 (Fvco=3520.80, Nint=067, Nfrac=092)
Fch=1760.60 (Fvco=3521.20, Nint=067, Nfrac=093)
Fch=1760.80 (Fvco=3521.60, Nint=067, Nfrac=094)
Fch=1761.00 (Fvco=3522.00, Nint=067, Nfrac=095)
Fch=1761.20 (Fvco=3522.40, Nint=067, Nfrac=096)
Fch=1761.40 (Fvco=3522.80, Nint=067, Nfrac=097)
Fch=1761.60 (Fvco=3523.20, Nint=067, Nfrac=098)
Fch=1761.80 (Fvco=3523.60, Nint=067, Nfrac=099)
Fch=1762.00 (Fvco=3524.00, Nint=067, Nfrac=100)
Fch=1762.20 (Fvco=3524.40, Nint=067, Nfrac=101)
Fch=1762.40 (Fvco=3524.80, Nint=067, Nfrac=102)
Fch=1762.60 (Fvco=3525.20, Nint=067, Nfrac=103)
Fch=1762.80 (Fvco=3525.60, Nint=067, Nfrac=104)
Fch=1763.00 (Fvco=3526.00, Nint=067, Nfrac=105)
Fch=1763.20 (Fvco=3526.40, Nint=067, Nfrac=106)
Fch=1763.40 (Fvco=3526.80, Nint=067, Nfrac=107)
Fch=1763.60 (Fvco=3527.20, Nint=067, Nfrac=108)
Fch=1763.80 (Fvco=3527.60, Nint=067, Nfrac=109)
Fch=1764.00 (Fvco=3528.00, Nint=067, Nfrac=110)
Fch=1764.20 (Fvco=3528.40, Nint=067, Nfrac=111)
Fch=1764.40 (Fvco=3528.80, Nint=067, Nfrac=112)
Fch=1764.60 (Fvco=3529.20, Nint=067, Nfrac=113)
Fch=1764.80 (Fvco=3529.60, Nint=067, Nfrac=114)
Fch=1765.00 (Fvco=3530.00, Nint=067, Nfrac=115)
Fch=1765.20 (Fvco=3530.40, Nint=067, Nfrac=116)
Fch=1765.40 (Fvco=3530.80, Nint=067, Nfrac=117)
Fch=1765.60 (Fvco=3531.20, Nint=067, Nfrac=118)
Fch=1765.80 (Fvco=3531.60, Nint=067, Nfrac=119)
Fch=1766.00 (Fvco=3532.00, Nint=067, Nfrac=120)
Fch=1766.20 (Fvco=3532.40, Nint=067, Nfrac=121)
Fch=1766.40 (Fvco=3532.80, Nint=067, Nfrac=122)
Fch=1766.60 (Fvco=3533.20, Nint=067, Nfrac=123)
Fch=1766.80 (Fvco=3533.60, Nint=067, Nfrac=124)
Fch=1767.00 (Fvco=3534.00, Nint=067, Nfrac=125)
Fch=1767.20 (Fvco=3534.40, Nint=067, Nfrac=126)
Fch=1767.40 (Fvco=3534.80, Nint=067, Nfrac=127)
Fch=1767.60 (Fvco=3535.20, Nint=067, Nfrac=128)
Fch=1767.80 (Fvco=3535.60, Nint=067, Nfrac=129)
Fch=1768.00 (Fvco=3536.00, Nint=067, Nfrac=130)
Fch=1768.00 (Fvco=3536.00, Nint=068, Nfrac=000)
Fch=1768.20 (Fvco=3536.40, Nint=068, Nfrac=001)
Fch=1768.40 (Fvco=3536.80, Nint=068, Nfrac=002)
Fch=1768.60 (Fvco=3537.20, Nint=068, Nfrac=003)
Fch=1768.80 (Fvco=3537.60, Nint=068, Nfrac=004)
Fch=1769.00 (Fvco=3538.00, Nint=068, Nfrac=005)
Fch=1769.20 (Fvco=3538.40, Nint=068, Nfrac=006)
Fch=1769.40 (Fvco=3538.80, Nint=068, Nfrac=007)
Fch=1769.60 (Fvco=3539.20, Nint=068, Nfrac=008)
Fch=1769.80 (Fvco=3539.60, Nint=068, Nfrac=009)
Fch=1770.00 (Fvco=3540.00, Nint=068, Nfrac=010)
Fch=1770.20 (Fvco=3540.40, Nint=068, Nfrac=011)
Fch=1770.40 (Fvco=3540.80, Nint=068, Nfrac=012)
Fch=1770.60 (Fvco=3541.20, Nint=068, Nfrac=013)
Fch=1770.80 (Fvco=3541.60, Nint=068, Nfrac=014)
Fch=1771.00 (Fvco=3542.00, Nint=068, Nfrac=015)
Fch=1771.20 (Fvco=3542.40, Nint=068, Nfrac=016)
Fch=1771.40 (Fvco=3542.80, Nint=068, Nfrac=017)
Fch=1771.60 (Fvco=3543.20, Nint=068, Nfrac=018)
Fch=1771.80 (Fvco=3543.60, Nint=068, Nfrac=019)
Fch=1772.00 (Fvco=3544.00, Nint=068, Nfrac=020)
Fch=1772.20 (Fvco=3544.40, Nint=068, Nfrac=021)
Fch=1772.40 (Fvco=3544.80, Nint=068, Nfrac=022)
Fch=1772.60 (Fvco=3545.20, Nint=068, Nfrac=023)
Fch=1772.80 (Fvco=3545.60, Nint=068, Nfrac=024)
Fch=1773.00 (Fvco=3546.00, Nint=068, Nfrac=025)
Fch=1773.20 (Fvco=3546.40, Nint=068, Nfrac=026)
Fch=1773.40 (Fvco=3546.80, Nint=068, Nfrac=027)
Fch=1773.60 (Fvco=3547.20, Nint=068, Nfrac=028)
Fch=1773.80 (Fvco=3547.60, Nint=068, Nfrac=029)
Fch=1774.00 (Fvco=3548.00, Nint=068, Nfrac=030)
Fch=1774.20 (Fvco=3548.40, Nint=068, Nfrac=031)
Fch=1774.40 (Fvco=3548.80, Nint=068, Nfrac=032)
Fch=1774.60 (Fvco=3549.20, Nint=068, Nfrac=033)
Fch=1774.80 (Fvco=3549.60, Nint=068, Nfrac=034)
Fch=1775.00 (Fvco=3550.00, Nint=068, Nfrac=035)
Fch=1775.20 (Fvco=3550.40, Nint=068, Nfrac=036)
Fch=1775.40 (Fvco=3550.80, Nint=068, Nfrac=037)
Fch=1775.60 (Fvco=3551.20, Nint=068, Nfrac=038)
Fch=1775.80 (Fvco=3551.60, Nint=068, Nfrac=039)
Fch=1776.00 (Fvco=3552.00, Nint=068, Nfrac=040)
Fch=1776.20 (Fvco=3552.40, Nint=068, Nfrac=041)
Fch=1776.40 (Fvco=3552.80, Nint=068, Nfrac=042)
Fch=1776.60 (Fvco=3553.20, Nint=068, Nfrac=043)
Fch=1776.80 (Fvco=3553.60, Nint=068, Nfrac=044)
Fch=1777.00 (Fvco=3554.00, Nint=068, Nfrac=045)
Fch=1777.20 (Fvco=3554.40, Nint=068, Nfrac=046)
Fch=1777.40 (Fvco=3554.80, Nint=068, Nfrac=047)
Fch=1777.60 (Fvco=3555.20, Nint=068, Nfrac=048)
Fch=1777.80 (Fvco=3555.60, Nint=068, Nfrac=049)
Fch=1778.00 (Fvco=3556.00, Nint=068, Nfrac=050)
Fch=1778.20 (Fvco=3556.40, Nint=068, Nfrac=051)
Fch=1778.40 (Fvco=3556.80, Nint=068, Nfrac=052)
Fch=1778.60 (Fvco=3557.20, Nint=068, Nfrac=053)
Fch=1778.80 (Fvco=3557.60, Nint=068, Nfrac=054)
Fch=1779.00 (Fvco=3558.00, Nint=068, Nfrac=055)
